"Date","IUDMNPY","IUDSNPY"
"15 Dec 14","1.868","1.2206"
"12 Dec 14","1.8541","1.2055"
"11 Dec 14","1.9608","1.2978"
"10 Dec 14","1.9687","1.3014"
"09 Dec 14","1.9481","1.2839"
"08 Dec 14","2.0268","1.349"
"05 Dec 14","2.0614","1.3786"
"04 Dec 14","2.026","1.3391"
"03 Dec 14","2.0452","1.3597"
"02 Dec 14","2.0096","1.3142"
"01 Dec 14","1.927","1.2382"
"28 Nov 14","1.9575","1.2754"
"27 Nov 14","1.959","1.2601"
"26 Nov 14","1.9997","1.2983"
"25 Nov 14","2.0356","1.3228"
"24 Nov 14","2.0792","1.356"
"21 Nov 14","2.0802","1.3498"
"20 Nov 14","2.1282","1.392"
"19 Nov 14","2.1661","1.4265"
"18 Nov 14","2.1517","1.4106"
"17 Nov 14","2.1521","1.4024"
"14 Nov 14","2.1738","1.4317"
"13 Nov 14","2.2124","1.4713"
"12 Nov 14","2.22","1.4845"
"11 Nov 14","2.2647","1.5329"
"10 Nov 14","2.2216","1.4894"
"07 Nov 14","2.2418","1.5052"
"06 Nov 14","2.279","1.5397"
"05 Nov 14","2.2916","1.5541"
"04 Nov 14","2.2638","1.5242"
"03 Nov 14","2.3082","1.5667"
"31 Oct 14","2.284","1.5318"
"30 Oct 14","2.254","1.4973"
"29 Oct 14","2.2731","1.5124"
"28 Oct 14","2.2545","1.507"
"27 Oct 14","2.2325","1.491"
"24 Oct 14","2.252","1.5137"
"23 Oct 14","2.2497","1.5046"
"22 Oct 14","2.2102","1.4788"
"21 Oct 14","2.1836","1.4582"
"20 Oct 14","2.167","1.445"
"17 Oct 14","2.2035","1.4814"
"16 Oct 14","2.0916","1.366"
"15 Oct 14","2.0149","1.2456"
"14 Oct 14","2.1454","1.4091"
"13 Oct 14","2.1791","1.4588"
"10 Oct 14","2.2412","1.5234"
"09 Oct 14","2.281","1.5567"
"08 Oct 14","2.2753","1.5618"
"07 Oct 14","2.3213","1.6073"
"06 Oct 14","2.3842","1.6652"
"03 Oct 14","2.4114","1.6984"
"02 Oct 14","2.3706","1.6537"
"01 Oct 14","2.3991","1.6852"
"30 Sep 14","2.4504","1.7401"
"29 Sep 14","2.4689","1.7542"
"26 Sep 14","2.485","1.7677"
"25 Sep 14","2.4771","1.7665"
"24 Sep 14","2.4861","1.7962"
"23 Sep 14","2.492","1.7916"
"22 Sep 14","2.5161","1.8069"
"19 Sep 14","2.5525","1.8242"
"18 Sep 14","2.5835","1.8396"
"17 Sep 14","2.5317","1.7712"
"16 Sep 14","2.5315","1.7557"
"15 Sep 14","2.5371","1.7628"
"12 Sep 14","2.5323","1.7608"
"11 Sep 14","2.4946","1.7167"
"10 Sep 14","2.4959","1.7103"
"09 Sep 14","2.4688","1.6917"
"08 Sep 14","2.4555","1.6774"
"05 Sep 14","2.4676","1.7074"
"04 Sep 14","2.492","1.7453"
"03 Sep 14","2.4729","1.736"
"02 Sep 14","2.4378","1.7085"
"01 Sep 14","2.3924","1.6798"
"29 Aug 14","2.375","1.6623"
"28 Aug 14","2.3752","1.6596"
"27 Aug 14","2.3737","1.6461"
"26 Aug 14","2.4474","1.7067"
"22 Aug 14","2.5175","1.7664"
"21 Aug 14","2.509","1.7512"
"20 Aug 14","2.5202","1.7747"
"19 Aug 14","2.5004","1.7405"
"18 Aug 14","2.5376","1.7842"
"15 Aug 14","2.4687","1.7153"
"14 Aug 14","2.539","1.7685"
"13 Aug 14","2.55","1.777"
"12 Aug 14","2.5999","1.8522"
"11 Aug 14","2.6043","1.8637"
"08 Aug 14","2.5631","1.8304"
"07 Aug 14","2.6011","1.8558"
"06 Aug 14","2.6234","1.8738"
"05 Aug 14","2.6823","1.9165"
"04 Aug 14","2.6434","1.8763"
"01 Aug 14","2.6623","1.8912"
"31 Jul 14","2.7179","1.9415"
"30 Jul 14","2.6981","1.9307"
"29 Jul 14","2.6483","1.8802"
"28 Jul 14","2.6832","1.9139"
"25 Jul 14","2.6726","1.8996"
"24 Jul 14","2.7051","1.9321"
"23 Jul 14","2.6589","1.8819"
"22 Jul 14","2.6878","1.9111"
"21 Jul 14","2.6659","1.8806"
"18 Jul 14","2.6797","1.8979"
"17 Jul 14","2.6941","1.901"
"16 Jul 14","2.7564","1.9621"
"15 Jul 14","2.7546","1.9617"
"14 Jul 14","2.7131","1.9053"
"11 Jul 14","2.7129","1.9027"
"10 Jul 14","2.7328","1.9326"
"09 Jul 14","2.7674","1.9638"
"08 Jul 14","2.7618","1.9463"
"07 Jul 14","2.8328","2.0173"
"04 Jul 14","2.8537","2.0375"
"03 Jul 14","2.8466","2.028"
"02 Jul 14","2.8435","2.0363"
"01 Jul 14","2.8008","1.9847"
"30 Jun 14","2.7673","1.9443"
"27 Jun 14","2.7337","1.9117"
"26 Jun 14","2.7349","1.9081"
"25 Jun 14","2.7455","1.9103"
"24 Jun 14","2.8256","1.9945"
"23 Jun 14","2.8211","1.9888"
"20 Jun 14","2.8521","2.0246"
"19 Jun 14","2.818","1.9828"
"18 Jun 14","2.8099","1.9773"
"17 Jun 14","2.853","2.0201"
"16 Jun 14","2.829","1.9976"
"13 Jun 14","2.8397","1.9804"
"12 Jun 14","2.7858","1.9318"
"11 Jun 14","2.7807","1.9254"
"10 Jun 14","2.795","1.9396"
"09 Jun 14","2.7661","1.9029"
"06 Jun 14","2.7486","1.8405"
"05 Jun 14","2.7706","1.8727"
"04 Jun 14","2.7807","1.8876"
"03 Jun 14","2.7186","1.8632"
"02 Jun 14","2.6929","1.8211"
"30 May 14","2.6507","1.7929"
"29 May 14","2.6112","1.7526"
"28 May 14","2.6293","1.768"
"27 May 14","2.7077","1.8485"
"23 May 14","2.7044","1.8346"
"22 May 14","2.7202","1.8645"
"21 May 14","2.7121","1.854"
"20 May 14","2.6981","1.8242"
"19 May 14","2.6585","1.7939"
"16 May 14","2.6357","1.772"
"15 May 14","2.6014","1.7355"
"14 May 14","2.6682","1.7965"
"13 May 14","2.7438","1.9051"
"12 May 14","2.8274","1.9532"
"09 May 14","2.7654","1.895"
"08 May 14","2.7297","1.8801"
"07 May 14","2.7465","1.8761"
"06 May 14","2.7368","1.8881"
"02 May 14","2.6985","1.8522"
"01 May 14","2.7334","1.8424"
"30 Apr 14","2.7658","1.8501"
"29 Apr 14","2.7491","1.8492"
"28 Apr 14","2.723","1.8471"
"25 Apr 14","2.72","1.824"
"24 Apr 14","2.7428","1.8323"
"23 Apr 14","2.7444","1.8411"
"22 Apr 14","2.773","1.8672"
"17 Apr 14","2.7103","1.809"
"16 Apr 14","2.6848","1.7627"
"15 Apr 14","2.6837","1.7076"
"14 Apr 14","2.7298","1.7378"
"11 Apr 14","2.6815","1.7258"
"10 Apr 14","2.7017","1.6928"
"09 Apr 14","2.7873","1.7947"
"08 Apr 14","2.7337","1.7927"
"07 Apr 14","2.7261","1.7722"
"04 Apr 14","2.7703","1.7631"
"03 Apr 14","2.794","1.8505"
"02 Apr 14","2.8137","1.873"
"01 Apr 14","2.7993","1.8521"
"31 Mar 14","2.7899","1.8535"
"28 Mar 14","2.7682","1.8533"
"27 Mar 14","2.7398","1.7829"
"26 Mar 14","2.7474","1.8054"
"25 Mar 14","2.7565","1.8076"
"24 Mar 14","2.7415","1.7902"
"21 Mar 14","2.7852","1.8302"
"20 Mar 14","2.8358","1.8022"
"19 Mar 14","2.7659","1.7381"
"18 Mar 14","2.7453","1.7229"
"17 Mar 14","2.7692","1.7454"
"14 Mar 14","2.7236","1.7304"
"13 Mar 14","2.7743","1.7237"
"12 Mar 14","2.8209","1.7662"
"11 Mar 14","2.8464","1.7838"
"10 Mar 14","2.8556","1.7957"
"07 Mar 14","2.8476","1.7831"
"06 Mar 14","2.8331","1.777"
"05 Mar 14","2.7891","1.7446"
"04 Mar 14","2.7686","1.726"
"03 Mar 14","2.7527","1.7187"
"28 Feb 14","2.8093","1.7717"
"27 Feb 14","2.7553","1.715"
"26 Feb 14","2.8113","1.7814"
"25 Feb 14","2.8245","1.7744"
"24 Feb 14","2.8257","1.8086"
"21 Feb 14","2.8463","1.8097"
"20 Feb 14","2.8705","1.8217"
"19 Feb 14","2.8093","1.7562"
"18 Feb 14","2.8167","1.7824"
"17 Feb 14","2.8423","1.8262"
"14 Feb 14","2.8641","1.8468"
"13 Feb 14","2.8506","1.8216"
"12 Feb 14","2.8809","1.8455"
"11 Feb 14","2.8027","1.731"
"10 Feb 14","2.8001","1.7221"
"07 Feb 14","2.7842","1.7053"
"06 Feb 14","2.8155","1.738"
"05 Feb 14","2.7464","1.6856"
"04 Feb 14","2.7601","1.7332"
"03 Feb 14","2.778","1.738"
"31 Jan 14","2.7847","1.7349"
"30 Jan 14","2.8146","1.7844"
"29 Jan 14","2.8273","1.7809"
"28 Jan 14","2.8746","1.8461"
"27 Jan 14","2.8436","1.8099"
"24 Jan 14","2.829","1.7997"
"23 Jan 14","2.8647","1.8492"
"22 Jan 14","2.9206","1.9201"
"21 Jan 14","2.8867","1.8533"
"20 Jan 14","2.8781","1.8341"
"17 Jan 14","2.8869","1.833"
"16 Jan 14","2.8661","1.8002"
"15 Jan 14","2.913","1.8559"
"14 Jan 14","2.8808","1.8182"
"13 Jan 14","2.8824","1.8107"
"10 Jan 14","2.9304","1.8681"
"09 Jan 14","3.0149","1.9521"
"08 Jan 14","3.0196","1.9442"
"07 Jan 14","2.9873","1.8972"
"06 Jan 14","3.0049","1.9103"
"03 Jan 14","3.0541","1.9496"
"02 Jan 14","3.0557","1.9494"
"31 Dec 13","3.0466","1.9661"
"30 Dec 13","3.0476","1.9806"
"27 Dec 13","3.1049","2.0117"
"24 Dec 13","3.007","1.9217"
"23 Dec 13","2.9906","1.8989"
"20 Dec 13","2.9655","1.8505"
"19 Dec 13","2.9818","1.8427"
"18 Dec 13","2.9384","1.7783"
"17 Dec 13","2.9014","1.7251"
"16 Dec 13","2.9036","1.7323"
"13 Dec 13","2.9206","1.7442"
"12 Dec 13","2.9249","1.7498"
"11 Dec 13","2.8957","1.7179"
"10 Dec 13","2.9021","1.7262"
"09 Dec 13","2.9326","1.7495"
"06 Dec 13","2.9116","1.7248"
"05 Dec 13","2.9221","1.7194"
"04 Dec 13","2.9071","1.7105"
"03 Dec 13","2.8429","1.6514"
"02 Dec 13","2.8689","1.6711"
"29 Nov 13","2.7939","1.5969"
"28 Nov 13","2.7702","1.5661"
"27 Nov 13","2.7806","1.5792"
"26 Nov 13","2.7587","1.5569"
"25 Nov 13","2.7822","1.5825"
"22 Nov 13","2.8178","1.6049"
"21 Nov 13","2.8456","1.6313"
"20 Nov 13","2.7489","1.5532"
"19 Nov 13","2.7378","1.5462"
"18 Nov 13","2.7345","1.5321"
"15 Nov 13","2.7508","1.5501"
"14 Nov 13","2.774","1.5745"
"13 Nov 13","2.8057","1.6125"
"12 Nov 13","2.8055","1.6144"
"11 Nov 13","2.8095","1.6377"
"08 Nov 13","2.7775","1.604"
"07 Nov 13","2.6931","1.5153"
"06 Nov 13","2.7306","1.5722"
"05 Nov 13","2.7293","1.5775"
"04 Nov 13","2.6495","1.4825"
"01 Nov 13","2.6601","1.4993"
"31 Oct 13","2.6283","1.4805"
"30 Oct 13","2.5453","1.4158"
"29 Oct 13","2.6114","1.4656"
"28 Oct 13","2.6274","1.4877"
"25 Oct 13","2.6245","1.4719"
"24 Oct 13","2.6404","1.486"
"23 Oct 13","2.6073","1.4526"
"22 Oct 13","2.6385","1.4826"
"21 Oct 13","2.7327","1.5815"
"18 Oct 13","2.712","1.5551"
"17 Oct 13","2.7387","1.5798"
"16 Oct 13","2.8187","1.6548"
"15 Oct 13","2.7756","1.6293"
"14 Oct 13","2.734","1.5722"
"11 Oct 13","2.7118","1.5536"
"10 Oct 13","2.7202","1.563"
"09 Oct 13","2.6658","1.5262"
"08 Oct 13","2.6821","1.5594"
"07 Oct 13","2.6789","1.5591"
"04 Oct 13","2.7056","1.5825"
"03 Oct 13","2.6621","1.5202"
"02 Oct 13","2.6685","1.5079"
"01 Oct 13","2.6736","1.519"
"30 Sep 13","2.6788","1.5172"
"27 Sep 13","2.6794","1.5106"
"26 Sep 13","2.7161","1.5344"
"25 Sep 13","2.7228","1.5397"
"24 Sep 13","2.7798","1.5863"
"23 Sep 13","2.8606","1.6701"
"20 Sep 13","2.8889","1.6955"
"19 Sep 13","2.8599","1.6741"
"18 Sep 13","2.9576","1.7936"
"17 Sep 13","2.898","1.7163"
"16 Sep 13","2.8369","1.6475"
"13 Sep 13","2.872","1.6811"
"12 Sep 13","2.894","1.7022"
"11 Sep 13","2.9533","1.7662"
"10 Sep 13","2.9667","1.7905"
"09 Sep 13","2.8924","1.7154"
"06 Sep 13","2.8782","1.7076"
"05 Sep 13","2.9464","1.775"
"04 Sep 13","2.8202","1.6237"
"03 Sep 13","2.8325","1.6354"
"02 Sep 13","2.7966","1.5873"
"30 Aug 13","2.7429","1.5296"
"29 Aug 13","2.738","1.5231"
"28 Aug 13","2.762","1.5529"
"27 Aug 13","2.7328","1.5196"
"23 Aug 13","2.8253","1.602"
"22 Aug 13","2.8372","1.5872"
"21 Aug 13","2.839","1.5812"
"20 Aug 13","2.8045","1.5424"
"19 Aug 13","2.8617","1.6146"
"16 Aug 13","2.8197","1.5724"
"15 Aug 13","2.8016","1.5583"
"14 Aug 13","2.7496","1.4992"
"13 Aug 13","2.7272","1.4782"
"12 Aug 13","2.5959","1.3581"
"09 Aug 13","2.5984","1.3508"
"08 Aug 13","2.6078","1.3607"
"07 Aug 13","2.5925","1.3683"
"06 Aug 13","2.6016","1.3615"
"05 Aug 13","2.5853","1.3417"
"02 Aug 13","2.5449","1.2942"
"01 Aug 13","2.517","1.2572"
"31 Jul 13","2.4734","1.2193"
"30 Jul 13","2.4363","1.1997"
"29 Jul 13","2.4499","1.2109"
"26 Jul 13","2.4526","1.2073"
"25 Jul 13","2.506","1.2744"
"24 Jul 13","2.5091","1.2842"
"23 Jul 13","2.4295","1.2161"
"22 Jul 13","2.3924","1.1743"
"19 Jul 13","2.4145","1.1861"
"18 Jul 13","2.3837","1.1393"
"17 Jul 13","2.4134","1.1774"
"16 Jul 13","2.3914","1.181"
"15 Jul 13","2.4524","1.2556"
"12 Jul 13","2.4322","1.2363"
"11 Jul 13","2.4873","1.2845"
"10 Jul 13","2.5131","1.3075"
"09 Jul 13","2.5374","1.3102"
"08 Jul 13","2.5834","1.3756"
"05 Jul 13","2.5845","1.3959"
"04 Jul 13","2.4911","1.3212"
"03 Jul 13","2.4961","1.3535"
"02 Jul 13","2.4864","1.3287"
"01 Jul 13","2.5161","1.3566"
"28 Jun 13","2.5351","1.367"
"27 Jun 13","2.5052","1.3779"
"26 Jun 13","2.5363","1.3929"
"25 Jun 13","2.6049","1.5014"
"24 Jun 13","2.6384","1.5728"
"21 Jun 13","2.4929","1.4039"
"20 Jun 13","2.396","1.3492"
"19 Jun 13","2.2256","1.1516"
"18 Jun 13","2.2364","1.157"
"17 Jun 13","2.1856","1.1031"
"14 Jun 13","2.1676","1.0918"
"13 Jun 13","2.2209","1.1445"
"12 Jun 13","2.2512","1.1751"
"11 Jun 13","2.2712","1.2125"
"10 Jun 13","2.2274","1.1293"
"07 Jun 13","2.1663","1.0735"
"06 Jun 13","2.1281","1.0297"
"05 Jun 13","2.1105","1.0083"
"04 Jun 13","2.1347","1.0328"
"03 Jun 13","2.0915","0.9927"
"31 May 13","2.0944","1.0024"
"30 May 13","2.0465","0.9652"
"29 May 13","2.083","0.9937"
"28 May 13","2.0382","0.9562"
"24 May 13","1.979","0.904"
"23 May 13","1.9972","0.9103"
"22 May 13","1.9802","0.8911"
"21 May 13","2.0146","0.9248"
"20 May 13","1.9953","0.9133"
"17 May 13","1.9696","0.8901"
"16 May 13","1.9535","0.8748"
"15 May 13","2.0067","0.9271"
"14 May 13","1.977","0.8988"
"13 May 13","1.9583","0.8853"
"10 May 13","1.9629","0.8969"
"09 May 13","1.8626","0.8138"
"08 May 13","1.8434","0.8006"
"07 May 13","1.8694","0.8239"
"03 May 13","1.8036","0.7704"
"02 May 13","1.6924","0.668"
"01 May 13","1.7432","0.7059"
"30 Apr 13","1.7478","0.7128"
"29 Apr 13","1.7343","0.7"
"26 Apr 13","1.7647","0.7234"
"25 Apr 13","1.8018","0.751"
"24 Apr 13","1.7698","0.7208"
"23 Apr 13","1.7729","0.7282"
"22 Apr 13","1.7306","0.6909"
"19 Apr 13","1.7464","0.7085"
"18 Apr 13","1.7487","0.6924"
"17 Apr 13","1.7663","0.6998"
"16 Apr 13","1.8088","0.7314"
"15 Apr 13","1.7928","0.7136"
"12 Apr 13","1.809","0.7222"
"11 Apr 13","1.8491","0.7592"
"10 Apr 13","1.8514","0.7689"
"09 Apr 13","1.8033","0.7336"
"08 Apr 13","1.7617","0.7069"
"05 Apr 13","1.7052","0.6545"
"04 Apr 13","1.7916","0.7098"
"03 Apr 13","1.8275","0.7184"
"02 Apr 13","1.8466","0.7326"
"28 Mar 13","1.8401","0.7267"
"27 Mar 13","1.8087","0.7002"
"26 Mar 13","1.8555","0.7341"
"25 Mar 13","1.8876","0.7561"
"22 Mar 13","1.9163","0.779"
"21 Mar 13","1.9317","0.7809"
"20 Mar 13","1.9325","0.7737"
"19 Mar 13","1.9062","0.7658"
"18 Mar 13","1.9682","0.8051"
"15 Mar 13","2.0147","0.8419"
"14 Mar 13","2.045","0.8634"
"13 Mar 13","2.0443","0.8625"
"12 Mar 13","2.0448","0.857"
"11 Mar 13","2.0848","0.8956"
"08 Mar 13","2.121","0.9367"
"07 Mar 13","2.0908","0.9124"
"06 Mar 13","2.0367","0.8659"
"05 Mar 13","2.0517","0.8886"
"04 Mar 13","1.991","0.8495"
"01 Mar 13","1.9638","0.828"
"28 Feb 13","2.0514","0.8921"
"27 Feb 13","2.0441","0.8769"
"26 Feb 13","2.0739","0.8815"
"25 Feb 13","2.1872","0.9695"
"22 Feb 13","2.1873","0.9845"
"21 Feb 13","2.1906","0.9731"
"20 Feb 13","2.2785","1.0471"
"19 Feb 13","2.2554","1.0519"
"18 Feb 13","2.2651","1.066"
"15 Feb 13","2.2668","1.074"
"14 Feb 13","2.2658","1.0631"
"13 Feb 13","2.2711","1.0999"
"12 Feb 13","2.1744","1.0254"
"11 Feb 13","2.1592","1.0191"
"08 Feb 13","2.1474","1.0211"
"07 Feb 13","2.1565","1.0301"
"06 Feb 13","2.1494","1.0274"
"05 Feb 13","2.1684","1.0482"
"04 Feb 13","2.1358","1.028"
"01 Feb 13","2.1331","1.0358"
"31 Jan 13","2.1341","1.0487"
"30 Jan 13","2.1561","1.0736"
"29 Jan 13","2.1137","1.0394"
"28 Jan 13","2.1371","1.0635"
"25 Jan 13","2.0985","1.0294"
"24 Jan 13","2.0573","0.9987"
"23 Jan 13","2.0275","0.9767"
"22 Jan 13","2.0546","1.0151"
"21 Jan 13","2.0824","1.035"
"18 Jan 13","2.0443","0.9955"
"17 Jan 13","2.0673","1.0121"
"16 Jan 13","2.0286","0.977"
"15 Jan 13","2.0431","0.9941"
"14 Jan 13","2.0553","1.0131"
"11 Jan 13","2.107","1.0571"
"10 Jan 13","2.1099","1.0594"
"09 Jan 13","2.0474","1.0143"
"08 Jan 13","2.0484","1.0196"
"07 Jan 13","2.1075","1.0816"
"04 Jan 13","2.1426","1.1178"
"03 Jan 13","2.085","1.0646"
"02 Jan 13","2.0017","0.9937"
"31 Dec 12","1.8378","0.8638"
"28 Dec 12","1.8322","0.8575"
"27 Dec 12","1.8356","0.842"
"24 Dec 12","1.9183","0.92"
"21 Dec 12","1.9164","0.9126"
"20 Dec 12","1.9574","0.9588"
"19 Dec 12","1.9789","0.9702"
"18 Dec 12","1.9599","0.9563"
"17 Dec 12","1.8898","0.8954"
"14 Dec 12","1.8717","0.8754"
"13 Dec 12","1.8619","0.854"
"12 Dec 12","1.8253","0.8202"
"11 Dec 12","1.8045","0.8033"
"10 Dec 12","1.7749","0.7765"
"07 Dec 12","1.7411","0.7493"
"06 Dec 12","1.7396","0.7447"
"05 Dec 12","1.7515","0.7863"
"04 Dec 12","1.7901","0.8276"
"03 Dec 12","1.8004","0.85"
"30 Nov 12","1.7501","0.8082"
"29 Nov 12","1.7529","0.7941"
"28 Nov 12","1.7482","0.7885"
"27 Nov 12","1.8293","0.8643"
"26 Nov 12","1.8201","0.8491"
"23 Nov 12","1.8244","0.8449"
"22 Nov 12","1.8219","0.8412"
"21 Nov 12","1.8363","0.8429"
"20 Nov 12","1.8312","0.8334"
"19 Nov 12","1.7632","0.7798"
"16 Nov 12","1.7162","0.7317"
"15 Nov 12","1.7272","0.728"
"14 Nov 12","1.7385","0.7326"
"13 Nov 12","1.6961","0.7017"
"12 Nov 12","1.7011","0.6941"
"09 Nov 12","1.7107","0.7003"
"08 Nov 12","1.7473","0.715"
"07 Nov 12","1.7367","0.7022"
"06 Nov 12","1.7926","0.753"
"05 Nov 12","1.7989","0.7623"
"02 Nov 12","1.8382","0.8099"
"01 Nov 12","1.8482","0.8256"
"31 Oct 12","1.8304","0.8094"
"30 Oct 12","1.8031","0.7852"
"29 Oct 12","1.7756","0.7528"
"26 Oct 12","1.8445","0.8094"
"25 Oct 12","1.8971","0.8515"
"24 Oct 12","1.829","0.8013"
"23 Oct 12","1.8078","0.7799"
"22 Oct 12","1.8823","0.8409"
"19 Oct 12","1.8648","0.8236"
"18 Oct 12","1.8829","0.8482"
"17 Oct 12","1.8839","0.8494"
"16 Oct 12","1.7853","0.7619"
"15 Oct 12","1.7164","0.6956"
"12 Oct 12","1.6929","0.6742"
"11 Oct 12","1.7436","0.7221"
"10 Oct 12","1.7315","0.7146"
"09 Oct 12","1.6868","0.6592"
"08 Oct 12","1.687","0.6549"
"05 Oct 12","1.7283","0.6953"
"04 Oct 12","1.6603","0.6387"
"03 Oct 12","1.6482","0.6307"
"02 Oct 12","1.6776","0.6608"
"01 Oct 12","1.6986","0.6853"
"28 Sep 12","1.6637","0.6563"
"27 Sep 12","1.668","0.6729"
"26 Sep 12","1.6287","0.6518"
"25 Sep 12","1.7713","0.7555"
"24 Sep 12","1.764","0.753"
"21 Sep 12","1.7865","0.7744"
"20 Sep 12","1.7367","0.74"
"19 Sep 12","1.7797","0.768"
"18 Sep 12","1.8302","0.8075"
"17 Sep 12","1.8719","0.8386"
"14 Sep 12","1.9042","0.8614"
"13 Sep 12","1.7588","0.7333"
"12 Sep 12","1.7855","0.7508"
"11 Sep 12","1.6875","0.6524"
"10 Sep 12","1.689","0.6474"
"07 Sep 12","1.6443","0.5998"
"06 Sep 12","1.668","0.626"
"05 Sep 12","1.602","0.5728"
"04 Sep 12","1.5905","0.5594"
"03 Sep 12","1.6143","0.5803"
"31 Aug 12","1.6","0.5753"
"30 Aug 12","1.571","0.5683"
"29 Aug 12","1.6217","0.6187"
"28 Aug 12","1.6038","0.5959"
"24 Aug 12","1.6352","0.6331"
"23 Aug 12","1.676","0.6806"
"22 Aug 12","1.7296","0.7166"
"21 Aug 12","1.8051","0.7703"
"20 Aug 12","1.7548","0.7132"
"17 Aug 12","1.7649","0.7163"
"16 Aug 12","1.78","0.7349"
"15 Aug 12","1.7753","0.7236"
"14 Aug 12","1.6994","0.6579"
"13 Aug 12","1.6642","0.6259"
"10 Aug 12","1.6408","0.6109"
"09 Aug 12","1.7119","0.675"
"08 Aug 12","1.6732","0.6441"
"07 Aug 12","1.6846","0.6428"
"06 Aug 12","1.6039","0.5779"
"03 Aug 12","1.6513","0.6159"
"02 Aug 12","1.5511","0.522"
"01 Aug 12","1.6183","0.5802"
"31 Jul 12","1.575","0.5523"
"30 Jul 12","1.6481","0.6131"
"27 Jul 12","1.6421","0.6083"
"26 Jul 12","1.584","0.5544"
"25 Jul 12","1.5605","0.5186"
"24 Jul 12","1.5687","0.5324"
"23 Jul 12","1.5756","0.5393"
"20 Jul 12","1.5842","0.555"
"19 Jul 12","1.6219","0.595"
"18 Jul 12","1.5763","0.5671"
"17 Jul 12","1.6017","0.6093"
"16 Jul 12","1.6059","0.6273"
"13 Jul 12","1.6501","0.6611"
"12 Jul 12","1.63","0.6499"
"11 Jul 12","1.659","0.6658"
"10 Jul 12","1.6849","0.6879"
"09 Jul 12","1.6826","0.6804"
"06 Jul 12","1.7066","0.69"
"05 Jul 12","1.7586","0.7422"
"04 Jul 12","1.8142","0.8255"
"03 Jul 12","1.8376","0.8436"
"02 Jul 12","1.7826","0.7841"
"29 Jun 12","1.8224","0.8134"
"28 Jun 12","1.7273","0.7434"
"27 Jun 12","1.7701","0.7794"
"26 Jun 12","1.7727","0.7775"
"25 Jun 12","1.7613","0.7741"
"22 Jun 12","1.8054","0.8161"
"21 Jun 12","1.774","0.7692"
"20 Jun 12","1.8394","0.815"
"19 Jun 12","1.8207","0.7858"
"18 Jun 12","1.7626","0.7579"